id,brand,title,description,price,pricecurrency,spectablecontent,cluster_id
60508722,,"Johnnie Walker Red Label whisky 40%, whisky 1L",,17.36,EUR,,1567291
86399599,,Zebra 800084-918 iSeries Bottom Laminate - 625 imprints,"Zebra 800084-918 Lamination (also referred to as overlamination) provides a layer of protection over your printed cards, making them more durable and providing protection from wear and fading.A printer with lamination capability is needed in order to use Zebra 800084-918 overlamination.Zebra card printers require specialized Zebra laminate to function properly. To maximize printed card quality and printer durability, use only genuine Zebra laminate.ID Wholesaler offers a low price guarantee on Zebra 800084-918 1.0 mil lamination.Did you know that Zebra 800084-918 laminates have a shelf life?When stored under proper conditions, Zebra 800084-918 overlamination ribbons typically have a shelf life of up to one year. Ribbons that are more than one year old, and improperly stored, will not print optimally and will likely end up costing more money and time in maintenance and in reprinting cards.ID Wholesaler is an authorized Zebra reseller specializing in ID card printing products. We guarantee that our 800084-918 laminates are genuine Zebra ribbons, are stored properly, and are always 'fresh'.",76.8,USD,,6811181
55023038,RAM Mounts,"RAM Add-A-Ball Accessory Base for Composite Yoke Clamp Base 1\"" Ball",,14.95,AUD,,70585326
97363892,,EXTREME MICRO SDXC 400GB 160MB/S C10 U3,"SanDisk Extreme Micro SDXC 400GB Actioncam 160MBProduct DescriptionGet extreme speeds for fast transfer, app performance, and 4K UHD. Ideal for your Android™ smartphone, action cameras or drones, this high-performance microSD card does 4K UHD video recording, Full HD video, and high-resolution photos. The super-fast SanDisk Extreme® microSDXC™ memory card reads up to 160MB/s and writes up to 90MB/s. Plus, it’s A2-rated, so you can get fast application performance for an exceptional smartphone experience.SpecificationCapacity400 GBRead Speedup to 160 MB/sWrite Speedup to 90 MB/sForm FactormicroSDXC",4.2299989999999997E2,NZD,,828221
91346494,Shimano,Shimano 105 RD-5701-SS 10 Speed 30T Compatible Rear Derailleur Black,"10-speed 105 wide link rear derailleur short cage - SS. Advanced Wide Link design increases rigidity and shifting performance. Super stiff for fast and accurate changes across the cassette. Large 11 tooth pulleys increase service life and reduce noise. Featuring super light shift action and is compatible with 8, 9, and 10-speed drivetrains.",99.99,AUD,,1428911
80768725,,SanDisk Ultra Flair 32GB USB 3.0 Flash Drive,"This SanDisk Ultra Flair USB Flash Drive has a large 32 GB capacity so there's plenty of room to store your important photos, videos, documents and other large files. It has a durable metal casing so you can take your USB Flash Drive on the go without worrying about damage.",0.00,AUD,,292826
96770434,,Cheap Replica Audemars Piguet Royal Oak Selfwinding Watch 15451BA.ZZ.1256BA.01,Top AAA replica Audemars Piguet Royal Oak Selfwinding Watch 15451BA.ZZ.1256BA.01 wholesale from China with cheap price.,,,,7684323
51431350,,OEM Canon 0906B001AA (PFI-701R) High-Yield Red Ink,OEM Canon 0906B001AA (PFI-701R) High-Yield Red InkCompatible with:imagePROGRAF iPF8000imagePROGRAF iPF8100imagePROGRAF iPF9000imagePROGRAF iPF9100,449.99,USD,,72546639
74275237,,"Accy, Replacement Band, Forerunner 920XT, Blk/Blu","Buy Garmin device accessories of all types, from cables and cases to mounts and sensors",,,,4184090
74776924,,"Life Extension, Super Ubiquniol Coq10 With Biopqq, 30 Softgels","Life Extension Super Ubiquinol CoQ10 with BioPQQ DescriptionEnhanced Mitochondial SupportDisclaimerThese statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.Nutrition FactsLife Extension Super Ubiquinol CoQ10 with BioPQQ DirectionsTake one (1) softget daily with food, or as recommended by a healthcare practitioner.Supplement FactsServing Size: 1 SoftgelServings per Container: 0Amount Per Serving% Daily ValueCalories5Calories from Fat5Total Fat0.5 g1%Ubiquinol (as Kaneka QH Ubiquinol)100 mg*PrimaVie Shilajit fulvic acid complex100 mg*BioPQQ Pyrroloquinoline quinone disodium salt10 mg**Daily value not established.Other Ingredients: Medium chain triglycerides oil, gelatin, glycerin, purified water, sunflower lecithin, annatto color, beeswax, rosemary extract.WarningsWhen using nutritional supplements, please consult with your physician if you are undergoing treatment for a medical condition or if you are pregnant or lactating.",37.50,USD,,2901340
97440802,,Monitor 325E1C 31.5'' Curved VA HDMI DP,,1158.23,PLN,,418506
87001295,,Johnnie Walker Green Label 15 Year Old Whisky 70cl 43% ABV,"The Johnnie Walker Green Label Edition is a rich blend of only malts from four corners of Scotland. Johnnie Walkers Master Blender carefully selects each of the malts to ensure the perfect balanced Whisky. Matured for 15 years the Johnnie Walker Green Label is smooth, distinctive and full of flavour.Complete with gift box, this is the perfect gift for any Whisky Lover.",4.695E1,GBP,,472675
86196167,,BROTHER - Toner TN-423C Cyan,BROTHER Toner TN-423C Cyan (TN423C) - Produkt: Toner,1786.25,NOK,,574965
98344781,,iPhone 6s Plus Replacement Battery - Fix Kit with Adhesive / новое / Part and Adhesive / новое,New Replacement Battery Compatible with iPhone 6s PlusBattery Adhesive Strips,24.99,USD,,8851909
83084859,,20V MAX* XR Drywall Screwgun Kit (2.0AH),"Up to 4,400 rpm provides greater speed than DW272 corded screwgun.DEWALT built brushless motor delivers maximum runtime.Balanced and ergonomic - comparable to the DW272 DEWALT corded screwgun.Nosecone locks on securely and is easily removed while maintaining consistent screw depth.Optional collated magazine attachment (DCF6201).LED provides light and increased visibility.",0.0,CAD,,30552425
